0 2.8
1 4.066666666666666
2 4.5
3 5.933333333333334
4 7.066666666666666
5 7.6
6 10.0
7 11.833333333333334
8 13.9
9 20.733333333333334
10 17.433333333333334
11 32.86666666666667
12 22.9
13 41.666666666666664
14 34.13333333333333
15 49.233333333333334
16 64.5
17 70.46666666666667
18 69.33333333333333
19 108.83333333333333
20 104.03333333333333
21 110.43333333333334
22 160.0
23 174.33333333333334
24 162.2
25 262.3
26 202.56666666666666
27 445.3666666666667
28 452.46666666666664
29 472.1333333333333
