0 1.0
1 1.2666666666666666
2 1.3861111111111108
3 1.4645833333333331
4 1.521666666666667
5 1.5775793650793652
6 1.6218537414965988
7 1.6566220238095242
8 1.6869973544973549
9 1.7119339826839828
10 1.731303620621802
11 1.7498488317238317
12 1.763047273239581
13 1.7737819918177065
14 1.7846965256965261
15 1.7933735810757874
16 1.8009529129079302
17 1.8093795054656767
18 1.8170437420201149
19 1.8250010787286328
20 1.830520507880083
21 1.835457322739289
22 1.839893960881059
23 1.8447317125110148
24 1.849403982472113
25 1.8534867352830144
26 1.857325850907453
27 1.8605740655917924
28 1.8637726610311562
29 1.8671307766311929
30 1.8712152677076062
31 1.873629942106895
32 1.876478945643763
33 1.8790194808559209
34 1.8819998766409896
35 1.884526907094656
36 1.8864386976568204
37 1.8884150072326529
38 1.890571032688226
39 1.8927579763832154
40 1.8947929154029048
41 1.8968548781037216
42 1.8988307688877788
43 1.900524008988814
44 1.9024930406731206
45 1.9041502224901248
46 1.9057019908059378
47 1.9071988455893176
