1 1
2 0.525
3 0.5009999999999999
4 0.33
5 0.3507142857142857
6 0.260625
7 0.24277777777777787
8 0.205
9 0.18590909090909086
10 0.15166666666666667
11 0.1523076923076923
12 0.11964285714285712
13 0.1173333333333333
14 0.105625
15 0.09882352941176471
16 0.08944444444444447
17 0.0863157894736842
18 0.08075000000000002
19 0.07119047619047619
20 0.07
21 0.06478260869565217
22 0.06020833333333332
23 0.056600000000000004
24 0.05596153846153846
25 0.05555555555555555
26 0.0532142857142857
27 0.04948275862068966
28 0.04533333333333333
29 0.04193548387096774
30 0.04125
31 0.040606060606060604
32 0.03661764705882353
33 0.03771428571428572
34 0.037083333333333336
35 0.0372972972972973
36 0.03394736842105263
37 0.03487179487179487
38 0.03300000000000001
39 0.030609756097560982
40 0.029880952380952383
41 0.02837209302325581
42 0.02670454545454546
43 0.027777777777777776
44 0.026304347826086955
45 0.026063829787234035
46 0.02614583333333333
47 0.024387755102040814
