10 0.813921568197884
11 0.7493800935906199
12 0.7826366591560425
13 0.806986781708144
14 0.7573163541270039
15 0.7756903249766427
16 0.8022480094690081
17 0.7895379425890034
18 0.7878135406137499
19 0.8120638336705198
20 0.7445041541218037
21 0.7838892868125661
22 0.8013952955714931
23 0.7877103324254666
24 0.7973342421086222
25 0.8150387456566074
26 0.8059137870715898
27 0.8362645199677623
28 0.8254364489194593
29 0.8421157178161807
30 0.8312244917699985
31 0.8448582544270131
32 0.8320319322780125
33 0.839873584355681
34 0.846163174261061
35 0.8648496824094292
36 0.8686692967537686
37 0.8729768867074272
38 0.8603195335562759
39 0.8643450909688614
