0 0.991
1 0.9910000000000001
2 0.98
3 0.96
4 0.986
5 0.9470000000000001
6 0.965
7 0.965
8 0.9440000000000001
9 0.9330000000000003
10 0.9160000000000003
11 0.8960000000000001
12 0.904
13 0.9010000000000002
14 0.8480000000000003
15 0.902
16 0.8610000000000002
17 0.8370000000000002
18 0.8430000000000001
19 0.8790000000000002
20 0.7910000000000003
21 0.7680000000000002
22 0.7820000000000001
23 0.69
24 0.6589999999999999
25 0.617
26 0.622
27 0.524
28 0.5990000000000001
29 0.5420000000000001
30 0.45
31 0.47599999999999987
32 0.455
33 0.4249999999999999
34 0.39199999999999996
35 0.327
36 0.27299999999999996
37 0.193
38 0.25199999999999995
39 0.214
40 0.18
41 0.129
42 0.09
43 0.086
44 0.09700000000000002
45 0.04999999999999999
46 0.047
47 0.046
48 0.025
49 0.027000000000000003
50 0.012000000000000002
51 0.009
52 0.003
53 0.001
54 0.004
55 0.003
56 0.001
57 0.0
58 0.004
59 0.0
60 0.002
61 0.0
62 0.0
63 0.0
64 0.0
65 0.0
66 0.0
67 0.0
68 0.0
69 0.0
70 0.0
71 0.0
72 0.0
73 0.0
74 0.0
75 0.0
76 0.0
77 0.0
78 0.0
79 0.0
80 0.0
81 0.0
82 0.0
83 0.0
84 0.0
85 0.0
86 0.0
87 0.0
88 0.0
89 0.0
90 0.0
91 0.0
92 0.0
93 0.0
94 0.0
95 0.0
96 0.0
97 0.0
98 0.0
99 0.0
